,point,cell,grid,lat,lon,zscore(2021-7),smapi-mean(2021-7),essmi(2021-7)
149,4867899,1395,Fibonacci (6.25 km),47.71549606323242,12.888585090637209,0.8912131178265522,7.3590562140160065,0.7266373342483416
150,4867954,1359,Fibonacci (6.25 km),47.71620178222656,9.961562156677246,1.4469833026051666,23.65903991902349,1.2010821543838461
151,4868043,1395,Fibonacci (6.25 km),47.71734619140625,11.77056121826172,1.3169496340358897,16.573042520986313,1.0861725551895112
152,4868187,1395,Fibonacci (6.25 km),47.71919631958008,10.652538299560549,1.976622327712147,24.594031683414887,1.6475262785885292
153,4868242,1359,Fibonacci (6.25 km),47.71990203857422,7.725515365600586,1.3375299254783752,32.412519606806164,1.068843993268497
154,4868276,1395,Fibonacci (6.25 km),47.720340728759766,12.461538314819336,0.7597859976417748,7.571120979612307,0.5465100518775196
155,4868331,1359,Fibonacci (6.25 km),47.72104644775391,9.534515380859377,1.5052025207719593,26.466076753990265,1.2295817303695404
156,4868420,1395,Fibonacci (6.25 km),47.7221908569336,11.343514442443848,1.7895557269817879,22.95870725240014,1.4807675975433154
157,4868475,1359,Fibonacci (6.25 km),47.72289657592773,8.416491508483887,1.3739722003031456,25.13475462656253,1.1185451699912263
158,4868564,1395,Fibonacci (6.25 km),47.72404098510742,10.225491523742676,1.5314876093759644,22.702451032417674,1.3231253064429085
159,4868653,1395,Fibonacci (6.25 km),47.72518539428711,12.034490585327148,1.1894574895168,14.366629756701027,0.9871143314692455
160,4868708,1359,Fibonacci (6.25 km),47.72589111328125,9.107468605041504,1.6657899704392516,23.099952212135953,1.3677479800312728
161,4868797,1395,Fibonacci (6.25 km),47.72703552246094,10.916467666625977,1.8013310338624307,20.315840193183796,1.5258589320454763
162,4868852,1359,Fibonacci (6.25 km),47.72774124145508,7.989445209503174,0.8787687103270257,16.791399924658137,0.7280913425705902
163,4868886,1395,Fibonacci (6.25 km),47.72817993164063,12.725467681884766,0.6032117410099325,7.076306468822051,0.41269545358327897
164,4868941,1359,Fibonacci (6.25 km),47.728885650634766,9.798444747924805,1.315531712638574,22.95806999983437,1.0730598259130146
